network_id,ssid,bssid,scan_id,timestamp,channel,frequency,mean_rssi,strongest_rssi,observation_count,latitude,longitude,matched_access_points,residual_rmse,confidence_score,estimated_radius_m
GeraeteEle | de:21:f9:32:0b:3c,GeraeteEle,de:21:f9:32:0b:3c,scan_59,2026-04-08 12:50:43,44.0,5220.0,-90.0,-90,1,48.889690633640775,8.698423218880016,8.0,6.173979342628648,1.2957607332378764,31.622776601683793
GeraeteEle | de:21:f9:32:0b:3c,GeraeteEle,de:21:f9:32:0b:3c,scan_66,2026-04-08 12:51:45,44.0,5220.0,-84.0,-84,1,48.889819167909074,8.69858329868666,6.0,12.602538755949425,0.47609454858192846,19.952623149688797
Getta | b6:fc:7d:c3:6c:40,Getta,b6:fc:7d:c3:6c:40,scan_15,2026-04-08 12:03:15,36.0,5180.0,-80.0,-80,1,,,,,,14.677992676220699
Gigaset GX4 | 06:1b:a9:ef:ce:16,Gigaset GX4,06:1b:a9:ef:ce:16,scan_174,2026-04-08 13:11:21,13.0,2472.0,-74.0,-74,1,48.891346479000276,8.699571261976796,15.0,13.703471459074898,1.094613145639567,9.261187281287935
Gllareva | 0c:72:74:d1:65:57,Gllareva,0c:72:74:d1:65:57,scan_595,2026-04-08 14:04:16,60.0,5300.0,-90.0,-90,1,,,,,,31.622776601683793
Gllareva | 0c:72:74:d1:65:57,Gllareva,0c:72:74:d1:65:57,scan_598,2026-04-08 14:04:27,60.0,5300.0,-90.0,-90,1,,,,,,31.622776601683793
GoldenG8 | 50:e6:36:05:76:ea,GoldenG8,50:e6:36:05:76:ea,scan_23,2026-04-08 12:06:36,40.0,5200.0,-93.0,-93,1,48.889623040713886,8.697194454292278,6.0,29.61655890000841,0.202589369692044,39.810717055349734
GoldenG8 | 50:e6:36:05:76:ea,GoldenG8,50:e6:36:05:76:ea,scan_31,2026-04-08 12:09:21,40.0,5200.0,-90.0,-90,1,,,,,,31.622776601683793
GoldenG8 | 50:e6:36:05:76:ea,GoldenG8,50:e6:36:05:76:ea,scan_33,2026-04-08 12:10:31,40.0,5200.0,-84.0,-84,1,48.88966025945055,8.698059695931475,8.0,4.394810701586937,1.82032868835767,19.952623149688797
GoldenG8 | 50:e6:36:05:76:ea,GoldenG8,50:e6:36:05:76:ea,scan_65,2026-04-08 12:51:36,40.0,5200.0,-76.0,-76,1,48.889849200070024,8.698534816965735,4.0,14.24115847214824,0.28087602619006674,10.7977516232771
GoldenG8 | 50:e6:36:05:76:ea,GoldenG8,50:e6:36:05:76:ea,scan_526,2026-04-08 13:54:23,40.0,5200.0,-92.0,-92,1,48.889971152062465,8.69865983327271,6.0,6.306980942473475,0.9513268003703397,36.869450645195755
GoldenG8 | 50:e6:36:05:76:ea,GoldenG8,50:e6:36:05:76:ea,scan_533,2026-04-08 13:55:03,40.0,5200.0,-83.0,-83,1,48.88996163001398,8.698486328285316,7.0,9.123723221117519,0.7672306393291274,18.478497974222908
GoldenG8 | 50:e6:36:05:76:eb,GoldenG8,50:e6:36:05:76:eb,scan_68,2026-04-08 12:52:03,1.0,2412.0,-77.0,-77,1,48.889892149196584,8.698913866840003,5.0,17.08985979759319,0.2925711538431792,11.659144011798316
GoldenG8 | 50:e6:36:05:76:eb,GoldenG8,50:e6:36:05:76:eb,scan_533,2026-04-08 13:55:03,1.0,2412.0,-78.0,-78,1,48.88996163001398,8.698486328285316,7.0,9.123723221117519,0.7672306393291274,12.589254117941675
Goldstern | 60:a4:b7:d6:d4:72,Goldstern,60:a4:b7:d6:d4:72,scan_241,2026-04-08 13:22:00,8.0,2447.0,-75.0,-75,1,48.891372338197755,8.701178447605594,7.0,6.500504474691679,1.0768395018037447,10.0
Goldstern | 60:a4:b7:d6:d4:72,Goldstern,60:a4:b7:d6:d4:72,scan_256,2026-04-08 13:23:33,8.0,2447.0,-65.0,-65,1,48.891391860446994,8.701344805985997,19.0,6.685647815930444,2.8419085963109114,4.641588833612778
Goldstern | 60:a4:b7:d6:d4:73,Goldstern,60:a4:b7:d6:d4:73,scan_214,2026-04-08 13:14:47,44.0,5220.0,-91.0,-91,1,48.89142124448426,8.700462609482985,11.0,21.604052985190425,0.509163720693543,34.14548873833603
Goldstern | 60:a4:b7:d6:d4:73,Goldstern,60:a4:b7:d6:d4:73,scan_242,2026-04-08 13:22:07,44.0,5220.0,-75.0,-75,1,48.891414832517164,8.70114248470891,3.0,0.8121680903193376,3.0,10.0
Goldstern | 60:a4:b7:d6:d4:73,Goldstern,60:a4:b7:d6:d4:73,scan_256,2026-04-08 13:23:33,44.0,5220.0,-70.0,-70,1,48.891391860446994,8.701344805985997,19.0,6.685647815930444,2.8419085963109114,6.812920690579613
Goldstern | 60:a4:b7:d6:d4:73,Goldstern,60:a4:b7:d6:d4:73,scan_263,2026-04-08 13:24:18,44.0,5220.0,-65.0,-65,1,48.89151728359209,8.70129800164707,7.0,29.308624406080366,0.2388375483957473,4.641588833612778
Goldstern | 60:a4:b7:d6:d5:db,Goldstern,60:a4:b7:d6:d5:db,scan_238,2026-04-08 13:21:46,44.0,5220.0,-92.0,-92,1,48.89135873200768,8.70115010560184,10.0,7.966656814117724,1.2552316778951724,36.869450645195755
Goldstern | 60:a4:b7:d6:d5:db,Goldstern,60:a4:b7:d6:d5:db,scan_455,2026-04-08 13:42:16,44.0,5220.0,-84.0,-84,1,48.89108765169967,8.701382265879728,5.0,21.359252125319273,0.23409059318481457,19.952623149688797
Goldstern | b2:f2:08:bd:fb:86,Goldstern,b2:f2:08:bd:fb:86,scan_211,2026-04-08 13:14:37,120.0,5600.0,-93.0,-93,1,48.89137855103457,8.700427924731997,16.0,15.620591542518492,1.0242889942067033,39.810717055349734
Goldstern | b2:f2:08:bd:fb:86,Goldstern,b2:f2:08:bd:fb:86,scan_224,2026-04-08 13:15:34,120.0,5600.0,-86.0,-86,1,48.89143288995179,8.70076289294546,6.0,3.6227637769851815,1.6561941018945279,23.263050671536263
Goldstern | b2:f2:08:bd:fb:86,Goldstern,b2:f2:08:bd:fb:86,scan_237,2026-04-08 13:21:35,120.0,5600.0,-78.0,-78,1,48.891393312338096,8.700905033765945,7.0,17.21766853799854,0.406559110169379,12.589254117941675
Goldstern | b2:f2:08:bd:fb:86,Goldstern,b2:f2:08:bd:fb:86,scan_256,2026-04-08 13:23:33,120.0,5600.0,-73.0,-73,1,48.891391860446994,8.701344805985997,19.0,6.685647815930444,2.8419085963109114,8.576958985908941
Goldstern | d6:24:dd:b2:6a:7a,Goldstern,d6:24:dd:b2:6a:7a,scan_236,2026-04-08 13:21:26,120.0,5600.0,-93.0,-93,1,48.89132408844275,8.70119547273176,12.0,3.9419330827376617,3.0441917069951967,39.810717055349734
Goldstern | d6:24:dd:b2:6a:7a,Goldstern,d6:24:dd:b2:6a:7a,scan_240,2026-04-08 13:21:55,120.0,5600.0,-88.0,-88,1,48.89140861692815,8.701198547993245,13.0,5.667048948444286,2.2939628929036777,27.12272579332028
Goldstern | d6:24:dd:b2:6a:7a,Goldstern,d6:24:dd:b2:6a:7a,scan_256,2026-04-08 13:23:33,120.0,5600.0,-83.0,-83,1,48.891391860446994,8.701344805985997,19.0,6.685647815930444,2.8419085963109114,18.478497974222908
Goldstern | d6:24:dd:b2:6a:7b,Goldstern,d6:24:dd:b2:6a:7b,scan_456,2026-04-08 13:42:26,6.0,2437.0,-87.0,-87,1,,,,,,25.118864315095795
HAMSTER_Box | 3c:a6:2f:16:12:f7,HAMSTER_Box,3c:a6:2f:16:12:f7,scan_573,2026-04-08 14:01:10,40.0,5200.0,-87.0,-87,1,48.887012740936406,8.699400742987436,5.0,216.20779626390217,0.02312590057528279,25.118864315095795
HKM-Shop | 22:6a:1b:2c:dc:29,HKM-Shop,22:6a:1b:2c:dc:29,scan_192,2026-04-08 13:12:53,44.0,5220.0,-90.0,-90,1,48.89135995922422,8.699774560291653,17.0,8.397689270508412,2.0243664003741815,31.622776601683793
HKM-Shop | 22:6a:1b:2c:dc:29,HKM-Shop,22:6a:1b:2c:dc:29,scan_195,2026-04-08 13:13:08,44.0,5220.0,-83.0,-83,1,48.89143414065103,8.699795900700845,12.0,5.787374346896249,2.0734791428233015,18.478497974222908
HKM-Shop | 22:6a:1b:2c:dc:29,HKM-Shop,22:6a:1b:2c:dc:29,scan_207,2026-04-08 13:14:20,44.0,5220.0,-72.0,-72,1,48.890982202623,8.700412496048546,9.0,29.808785218001283,0.3019244136981796,7.943282347242816
HKM-Shop | 22:6a:1b:2c:e2:d9,HKM-Shop,22:6a:1b:2c:e2:d9,scan_194,2026-04-08 13:13:03,44.0,5220.0,-89.0,-89,1,,,,,,29.286445646252357
HKM-Shop | 22:6a:1b:2c:e2:d9,HKM-Shop,22:6a:1b:2c:e2:d9,scan_210,2026-04-08 13:14:35,44.0,5220.0,-83.0,-83,1,48.89133011912537,8.700071018593032,7.0,27.80054358949915,0.25179363768426627,18.478497974222908
HONOR X8 | 42:3b:70:63:26:96,HONOR X8,42:3b:70:63:26:96,scan_92,2026-04-08 12:55:39,11.0,2462.0,-63.0,-63,1,48.89068545936515,8.698889243255776,4.0,29.356385761670893,0.1362565553019334,3.9810717055349722
HP-Print-B6-LaserJet Pro MFP | c4:8e:8f:49:f4:b6,HP-Print-B6-LaserJet Pro MFP,c4:8e:8f:49:f4:b6,scan_192,2026-04-08 13:12:53,4.0,2427.0,-70.0,-70,1,48.89135995922422,8.699774560291653,17.0,8.397689270508412,2.0243664003741815,6.812920690579613
HS Pforzheim | 50:e6:36:5e:f7:bf,HS Pforzheim,50:e6:36:5e:f7:bf,scan_174,2026-04-08 13:11:21,52.0,5260.0,-93.0,-93,1,48.891346479000276,8.699571261976796,15.0,13.703471459074898,1.094613145639567,39.810717055349734
HS Pforzheim | 50:e6:36:5e:f7:bf,HS Pforzheim,50:e6:36:5e:f7:bf,scan_181,2026-04-08 13:11:57,52.0,5260.0,-88.0,-88,1,,,,,,27.12272579332028
HS Pforzheim | 50:e6:36:5e:f7:bf,HS Pforzheim,50:e6:36:5e:f7:bf,scan_191,2026-04-08 13:12:46,52.0,5260.0,-79.0,-79,1,48.89150613138949,8.699934532021045,14.0,12.870736536277247,1.0877388376756707,13.593563908785255
HS Pforzheim | 50:e6:36:5e:f7:c0,HS Pforzheim,50:e6:36:5e:f7:c0,scan_186,2026-04-08 13:12:21,6.0,2437.0,-85.0,-85,1,48.89148706443924,8.699890313556294,7.0,10.110268782859682,0.6923653713210238,21.544346900318832
"HT-A9.l055, | fa:8f:ca:5f:7f:ab","HT-A9.l055,",fa:8f:ca:5f:7f:ab,scan_575,2026-04-08 14:01:33,6.0,2437.0,-76.0,-76,1,,,,,,10.7977516232771
HUAWEI P30 lite | 1c:b7:96:69:12:6d,HUAWEI P30 lite,1c:b7:96:69:12:6d,scan_301,2026-04-08 13:27:34,6.0,2437.0,-80.0,-80,1,,,,,,14.677992676220699
HUAWEI P30 lite | 44:d7:91:84:18:1a,HUAWEI P30 lite,44:d7:91:84:18:1a,scan_371,2026-04-08 13:33:53,6.0,2437.0,-72.0,-72,1,,,,,,7.943282347242816
HUAWEI_E5586_10C2 | 42:99:ea:c2:10:d7,HUAWEI_E5586_10C2,42:99:ea:c2:10:d7,scan_188,2026-04-08 13:12:32,10.0,2457.0,-72.0,-72,1,48.89156468154007,8.699609767251152,4.0,0.9939991193069856,4.0,7.943282347242816
HV-WLAN | ba:8b:a9:44:21:e3,HV-WLAN,ba:8b:a9:44:21:e3,scan_104,2026-04-08 12:57:11,44.0,5220.0,-93.0,-93,1,48.89111805050016,8.699267789136112,3.0,5.908785611747435,0.5077185393282182,39.810717055349734
HV-WLAN | ba:8b:a9:44:21:e3,HV-WLAN,ba:8b:a9:44:21:e3,scan_165,2026-04-08 13:10:39,44.0,5220.0,-84.0,-84,1,48.891256674605046,8.699517101570683,17.0,4.798411059734762,3.5428394500532217,19.952623149688797
HZN246521929 | d4:7a:e2:77:7d:4d,HZN246521929,d4:7a:e2:77:7d:4d,scan_589,2026-04-08 14:03:41,3.0,2422.0,-79.0,-79,1,,,,,,13.593563908785255
Haarstudio11 | 1c:b0:44:ed:49:85,Haarstudio11,1c:b0:44:ed:49:85,scan_500,2026-04-08 13:51:27,10.0,2457.0,-63.0,-63,1,48.89053247797006,8.700347928957209,16.0,7.6718345574396025,2.08555070892194,3.9810717055349722
Haarstudio11 | 1c:b0:44:ed:49:85,Haarstudio11,1c:b0:44:ed:49:85,scan_504,2026-04-08 13:52:20,10.0,2457.0,-71.0,-71,1,48.89053902354846,8.700307432007785,4.0,5.79198519531227,0.6906095000445428,7.3564225445964135
Haarstudio11 | 1c:b0:44:ed:49:88,Haarstudio11,1c:b0:44:ed:49:88,scan_337,2026-04-08 13:31:44,44.0,5220.0,-82.0,-82,1,48.89032368991424,8.699686428298838,19.0,44.1579984948209,0.43027312486159053,17.11328304161781
Haarstudio11 | 1c:b0:44:ed:49:88,Haarstudio11,1c:b0:44:ed:49:88,scan_338,2026-04-08 13:31:46,44.0,5220.0,-77.0,-77,1,48.890353258616,8.700009669273866,15.0,33.186907192426474,0.4519854746640303,11.659144011798316
Haarstudio11 | 1c:b0:44:ed:49:88,Haarstudio11,1c:b0:44:ed:49:88,scan_500,2026-04-08 13:51:27,44.0,5220.0,-64.0,-64,1,48.89053247797006,8.700347928957209,16.0,7.6718345574396025,2.08555070892194,4.298662347082277
Haarstudio11 | 1c:b0:44:ed:49:88,Haarstudio11,1c:b0:44:ed:49:88,scan_502,2026-04-08 13:52:06,44.0,5220.0,-68.0,-68,1,48.89052803476608,8.700064492732235,5.0,8.143067891527538,0.6140191960332609,5.843414133735177
HairconceptPf | 0c:72:74:02:6b:f4,HairconceptPf,0c:72:74:02:6b:f4,scan_15,2026-04-08 12:03:15,60.0,5300.0,-78.0,-78,1,,,,,,12.589254117941675
Hamsterbox Gastzugang | 3e:a6:2f:16:12:f7,Hamsterbox Gastzugang,3e:a6:2f:16:12:f7,scan_573,2026-04-08 14:01:10,40.0,5200.0,-87.0,-87,1,48.887012740936406,8.699400742987436,5.0,216.20779626390217,0.02312590057528279,25.118864315095795
Hassan abi | d2:99:91:92:dd:b0,Hassan abi,d2:99:91:92:dd:b0,scan_223,2026-04-08 13:15:25,6.0,2437.0,-74.0,-74,1,48.89138752253616,8.700722530814222,4.0,2.6026009903186456,1.5369240290307682,9.261187281287935
Hassan abi | d2:99:91:92:dd:b0,Hassan abi,d2:99:91:92:dd:b0,scan_226,2026-04-08 13:15:43,6.0,2437.0,-68.0,-68,1,48.891388377378064,8.700768497558277,11.0,10.93422331467424,1.00601567056322,5.843414133735177
Hassan abi | d2:99:91:92:dd:b0,Hassan abi,d2:99:91:92:dd:b0,scan_227,2026-04-08 13:15:49,6.0,2437.0,-63.0,-63,1,48.891262943571235,8.700722731824566,16.0,30.40001073423642,0.5263156036317065,3.9810717055349722
Hassan’s iPhone  | 1a:4b:e8:57:ad:04,Hassan’s iPhone ,1a:4b:e8:57:ad:04,scan_114,2026-04-08 12:58:57,6.0,2437.0,-75.0,-75,1,,,,,,10.0
Hassan’s iPhone  | 1a:4b:e8:57:ad:04,Hassan’s iPhone ,1a:4b:e8:57:ad:04,scan_115,2026-04-08 12:59:04,6.0,2437.0,-69.0,-69,1,48.891283193691166,8.699228667461808,5.0,0.6568274062633248,5.0,6.309573444801933
Hassan’s iPhone  | 26:ea:c7:41:26:e6,Hassan’s iPhone ,26:ea:c7:41:26:e6,scan_482,2026-04-08 13:48:47,6.0,2437.0,-64.0,-64,1,,,,,,4.298662347082277
HaugWeiser | 0e:ea:14:2f:8e:16,HaugWeiser,0e:ea:14:2f:8e:16,scan_197,2026-04-08 13:13:23,11.0,2462.0,-71.0,-71,1,,,,,,7.3564225445964135
HaugWeiser | 0e:ea:14:2f:8e:16,HaugWeiser,0e:ea:14:2f:8e:16,scan_208,2026-04-08 13:14:22,11.0,2462.0,-65.0,-65,1,48.89128556509415,8.700239655337901,19.0,26.225572023630217,0.7244837208080835,4.641588833612778
HaugWeiser | 0e:ea:14:2f:8e:16,HaugWeiser,0e:ea:14:2f:8e:16,scan_211,2026-04-08 13:14:37,11.0,2462.0,-60.0,-60,1,48.89137855103457,8.700427924731997,16.0,15.620591542518492,1.0242889942067033,3.1622776601683795
HaugWeiser | 0e:ea:14:2f:8f:d2,HaugWeiser,0e:ea:14:2f:8f:d2,scan_209,2026-04-08 13:14:27,6.0,2437.0,-69.0,-69,1,48.89053047089163,8.700155551942606,4.0,5.161737169903195,0.7749329088902481,6.309573444801933
HaugWeiser | 0e:ea:14:af:8e:16,HaugWeiser,0e:ea:14:af:8e:16,scan_177,2026-04-08 13:11:36,44.0,5220.0,-91.0,-91,1,,,,,,34.14548873833603
HaugWeiser | 0e:ea:14:af:8e:16,HaugWeiser,0e:ea:14:af:8e:16,scan_192,2026-04-08 13:12:53,44.0,5220.0,-83.0,-83,1,48.89135995922422,8.699774560291653,17.0,8.397689270508412,2.0243664003741815,18.478497974222908
HaugWeiser | 0e:ea:14:af:8e:16,HaugWeiser,0e:ea:14:af:8e:16,scan_198,2026-04-08 13:13:30,44.0,5220.0,-77.0,-77,1,48.89144317762676,8.69987211721742,6.0,4.279398801474009,1.4020661028211114,11.659144011798316
HaugWeiser | 0e:ea:14:af:8e:16,HaugWeiser,0e:ea:14:af:8e:16,scan_208,2026-04-08 13:14:22,44.0,5220.0,-70.0,-70,1,48.89128556509415,8.700239655337901,19.0,26.225572023630217,0.7244837208080835,6.812920690579613
HaugWeiser | 0e:ea:14:af:8e:16,HaugWeiser,0e:ea:14:af:8e:16,scan_247,2026-04-08 13:22:36,44.0,5220.0,-93.0,-93,1,48.89120752884815,8.70053850023175,3.0,8.490426927986874,0.353339122454625,39.810717055349734
HaugWeiser | 0e:ea:14:af:8e:16,HaugWeiser,0e:ea:14:af:8e:16,scan_394,2026-04-08 13:35:54,44.0,5220.0,-88.0,-88,1,48.89109520072388,8.699993143778379,12.0,15.498998497382328,0.7742435746430143,27.12272579332028
HaugWeiser | 0e:ea:14:af:8f:d2,HaugWeiser,0e:ea:14:af:8f:d2,scan_171,2026-04-08 13:11:07,48.0,5240.0,-91.0,-91,1,48.891334223213406,8.699476983689554,5.0,0.9757821189889253,5.0,34.14548873833603
HaugWeiser | 0e:ea:14:af:8f:d2,HaugWeiser,0e:ea:14:af:8f:d2,scan_178,2026-04-08 13:11:38,48.0,5240.0,-86.0,-86,1,48.89155710783092,8.699791423417354,6.0,1.9197149913969689,3.125463950059495,23.263050671536263
HaugWeiser | 0e:ea:14:af:8f:d2,HaugWeiser,0e:ea:14:af:8f:d2,scan_195,2026-04-08 13:13:08,48.0,5240.0,-81.0,-81,1,48.89143414065103,8.699795900700845,12.0,5.787374346896249,2.0734791428233015,15.848931924611133
HaugWeiser | 0e:ea:14:af:8f:d2,HaugWeiser,0e:ea:14:af:8f:d2,scan_198,2026-04-08 13:13:30,48.0,5240.0,-76.0,-76,1,48.89144317762676,8.69987211721742,6.0,4.279398801474009,1.4020661028211114,10.7977516232771
HaugWeiser | 0e:ea:14:af:8f:d2,HaugWeiser,0e:ea:14:af:8f:d2,scan_206,2026-04-08 13:14:13,48.0,5240.0,-68.0,-68,1,48.891332561976306,8.700078223516629,18.0,20.53814609251861,0.876417955102424,5.843414133735177
HaugWeiser | 0e:ea:14:af:8f:d2,HaugWeiser,0e:ea:14:af:8f:d2,scan_227,2026-04-08 13:15:49,48.0,5240.0,-91.0,-91,1,48.891262943571235,8.700722731824566,16.0,30.40001073423642,0.5263156036317065,34.14548873833603
HaugWeiser | 0e:ea:14:af:8f:d2,HaugWeiser,0e:ea:14:af:8f:d2,scan_396,2026-04-08 13:36:03,48.0,5240.0,-89.0,-89,1,48.89098685711223,8.70005194647858,10.0,15.643983986188797,0.6392233595245587,29.286445646252357
HaugWeiser | 50:e6:36:0a:db:fc,HaugWeiser,50:e6:36:0a:db:fc,scan_195,2026-04-08 13:13:08,1.0,2412.0,-69.0,-69,1,48.89143414065103,8.699795900700845,12.0,5.787374346896249,2.0734791428233015,6.309573444801933
HaugWeiser | 50:e6:36:0a:db:fc,HaugWeiser,50:e6:36:0a:db:fc,scan_209,2026-04-08 13:14:27,1.0,2412.0,-55.0,-55,1,48.89053047089163,8.700155551942606,4.0,5.161737169903195,0.7749329088902481,3.0
HaugWeiser | 50:e6:36:0a:db:fd,HaugWeiser,50:e6:36:0a:db:fd,scan_164,2026-04-08 13:10:31,48.0,5240.0,-92.0,-92,1,48.89123030247909,8.699520729575719,9.0,14.229928574855002,0.6324697943954162,36.869450645195755
HaugWeiser | 50:e6:36:0a:db:fd,HaugWeiser,50:e6:36:0a:db:fd,scan_168,2026-04-08 13:10:55,48.0,5240.0,-83.0,-83,1,,,,,,18.478497974222908
HaugWeiser | 50:e6:36:0a:db:fd,HaugWeiser,50:e6:36:0a:db:fd,scan_192,2026-04-08 13:12:53,48.0,5240.0,-74.0,-74,1,48.89135995922422,8.699774560291653,17.0,8.397689270508412,2.0243664003741815,9.261187281287935
HaugWeiser | 50:e6:36:0a:db:fd,HaugWeiser,50:e6:36:0a:db:fd,scan_206,2026-04-08 13:14:13,48.0,5240.0,-68.0,-68,1,48.891332561976306,8.700078223516629,18.0,20.53814609251861,0.876417955102424,5.843414133735177
HaugWeiser | 50:e6:36:0a:db:fd,HaugWeiser,50:e6:36:0a:db:fd,scan_210,2026-04-08 13:14:35,48.0,5240.0,-61.0,-61,1,48.89133011912537,8.700071018593032,7.0,27.80054358949915,0.25179363768426627,3.4145488738336014
HaugWeiser | 50:e6:36:0a:db:fd,HaugWeiser,50:e6:36:0a:db:fd,scan_239,2026-04-08 13:21:51,48.0,5240.0,-93.0,-93,1,,,,,,39.810717055349734
HaugWeiser | 50:e6:36:0a:db:fd,HaugWeiser,50:e6:36:0a:db:fd,scan_244,2026-04-08 13:22:22,48.0,5240.0,-86.0,-86,1,48.89129255081748,8.70096675537668,3.0,31.83564729054809,0.09423398785080432,23.263050671536263
HaugWeiser | 50:e6:36:0a:db:fd,HaugWeiser,50:e6:36:0a:db:fd,scan_341,2026-04-08 13:31:51,48.0,5240.0,-85.0,-85,1,48.89072849483904,8.700283626795647,5.0,30.851265219424544,0.16206790757002423,21.544346900318832
HaugWeiser | 50:e6:36:0a:db:fd,HaugWeiser,50:e6:36:0a:db:fd,scan_395,2026-04-08 13:36:01,48.0,5240.0,-70.0,-70,1,48.890996664025245,8.700196075023868,12.0,14.319017030285153,0.8380463529458508,6.812920690579613
HaugWeiser | 50:e6:36:0a:db:fe,HaugWeiser,50:e6:36:0a:db:fe,scan_164,2026-04-08 13:10:31,104.0,5520.0,-88.0,-88,1,48.89123030247909,8.699520729575719,9.0,14.229928574855002,0.6324697943954162,27.12272579332028
HaugWeiser | 50:e6:36:0a:db:fe,HaugWeiser,50:e6:36:0a:db:fe,scan_191,2026-04-08 13:12:46,104.0,5520.0,-78.0,-78,1,48.89150613138949,8.699934532021045,14.0,12.870736536277247,1.0877388376756707,12.589254117941675
HaugWeiser | 50:e6:36:0a:db:fe,HaugWeiser,50:e6:36:0a:db:fe,scan_206,2026-04-08 13:14:13,104.0,5520.0,-66.0,-66,1,48.891332561976306,8.700078223516629,18.0,20.53814609251861,0.876417955102424,5.011872336272722
HaugWeiser | 50:e6:36:0a:db:fe,HaugWeiser,50:e6:36:0a:db:fe,scan_226,2026-04-08 13:15:43,104.0,5520.0,-87.0,-87,1,48.891388377378064,8.700768497558277,11.0,10.93422331467424,1.00601567056322,25.118864315095795
HaugWeiser | 50:e6:36:0a:db:fe,HaugWeiser,50:e6:36:0a:db:fe,scan_227,2026-04-08 13:15:49,104.0,5520.0,-82.0,-82,1,48.891262943571235,8.700722731824566,16.0,30.40001073423642,0.5263156036317065,17.11328304161781
HaugWeiser | 50:e6:36:0a:db:fe,HaugWeiser,50:e6:36:0a:db:fe,scan_273,2026-04-08 13:25:07,104.0,5520.0,-93.0,-93,1,48.89118677645879,8.701407585265848,5.0,31.926962174375117,0.15660744585380715,39.810717055349734
HaugWeiser | 50:e6:36:0a:db:fe,HaugWeiser,50:e6:36:0a:db:fe,scan_341,2026-04-08 13:31:51,104.0,5520.0,-87.0,-87,1,48.89072849483904,8.700283626795647,5.0,30.851265219424544,0.16206790757002423,25.118864315095795
HaugWeiser | 50:e6:36:0a:db:fe,HaugWeiser,50:e6:36:0a:db:fe,scan_395,2026-04-08 13:36:01,104.0,5520.0,-69.0,-69,1,48.890996664025245,8.700196075023868,12.0,14.319017030285153,0.8380463529458508,6.309573444801933
HaugWeiser | 50:e6:36:0a:db:fe,HaugWeiser,50:e6:36:0a:db:fe,scan_499,2026-04-08 13:51:25,104.0,5520.0,-86.0,-86,1,,,,,,23.263050671536263
HaugWeiser | 8e:dc:96:91:e3:18,HaugWeiser,8e:dc:96:91:e3:18,scan_248,2026-04-08 13:22:43,8.0,2447.0,-81.0,-81,1,,,,,,15.848931924611133
HaugWeiser | 8e:dc:96:91:e3:19,HaugWeiser,8e:dc:96:91:e3:19,scan_243,2026-04-08 13:22:14,36.0,5180.0,-84.0,-84,1,48.891386170839766,8.700920405249919,3.0,19.298360342068893,0.1554536212830599,19.952623149688797
HaugWeiser | ae:8b:a9:20:a3:eb,HaugWeiser,ae:8b:a9:20:a3:eb,scan_206,2026-04-08 13:14:13,48.0,5240.0,-89.0,-89,1,48.891332561976306,8.700078223516629,18.0,20.53814609251861,0.876417955102424,29.286445646252357
HaugWeiser | ae:8b:a9:20:a3:eb,HaugWeiser,ae:8b:a9:20:a3:eb,scan_210,2026-04-08 13:14:35,48.0,5240.0,-76.0,-76,1,48.89133011912537,8.700071018593032,7.0,27.80054358949915,0.25179363768426627,10.7977516232771
HaugWeiser-Gast | 0e:ea:14:1f:8e:16,HaugWeiser-Gast,0e:ea:14:1f:8e:16,scan_197,2026-04-08 13:13:23,11.0,2462.0,-71.0,-71,1,,,,,,7.3564225445964135
HaugWeiser-Gast | 0e:ea:14:1f:8e:16,HaugWeiser-Gast,0e:ea:14:1f:8e:16,scan_211,2026-04-08 13:14:37,11.0,2462.0,-59.0,-59,1,48.89137855103457,8.700427924731997,16.0,15.620591542518492,1.0242889942067033,3.0
HaugWeiser-Gast | 0e:ea:14:1f:8f:d2,HaugWeiser-Gast,0e:ea:14:1f:8f:d2,scan_395,2026-04-08 13:36:01,6.0,2437.0,-82.0,-82,1,48.890996664025245,8.700196075023868,12.0,14.319017030285153,0.8380463529458508,17.11328304161781
HaugWeiser-Gast | 0e:ea:14:9f:8e:16,HaugWeiser-Gast,0e:ea:14:9f:8e:16,scan_174,2026-04-08 13:11:21,44.0,5220.0,-89.0,-89,1,48.891346479000276,8.699571261976796,15.0,13.703471459074898,1.094613145639567,29.286445646252357
HaugWeiser-Gast | 0e:ea:14:9f:8e:16,HaugWeiser-Gast,0e:ea:14:9f:8e:16,scan_192,2026-04-08 13:12:53,44.0,5220.0,-83.0,-83,1,48.89135995922422,8.699774560291653,17.0,8.397689270508412,2.0243664003741815,18.478497974222908
HaugWeiser-Gast | 0e:ea:14:9f:8e:16,HaugWeiser-Gast,0e:ea:14:9f:8e:16,scan_198,2026-04-08 13:13:30,44.0,5220.0,-76.0,-76,1,48.89144317762676,8.69987211721742,6.0,4.279398801474009,1.4020661028211114,10.7977516232771
HaugWeiser-Gast | 0e:ea:14:9f:8e:16,HaugWeiser-Gast,0e:ea:14:9f:8e:16,scan_208,2026-04-08 13:14:22,44.0,5220.0,-71.0,-71,1,48.89128556509415,8.700239655337901,19.0,26.225572023630217,0.7244837208080835,7.3564225445964135
